Country,Country Code,Time,Time Code,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM]
"Micronesia, Fed. Sts.",FSM,2006,YR2006,11.13,50.81311241,56.98924255,78.47886658,5.198493318,0.2,0.283687943,15.67868,1.25392354,71.4,1250.3697
"Micronesia, Fed. Sts.",FSM,2007,YR2007,11.23,52.72631591,58.76305389,79.77656555,5.908046668,0.2,0.290528762,15.55936,1.209981341,69.84,1285.91735
"Micronesia, Fed. Sts.",FSM,2008,YR2008,11.39,54.66399341,60.55938339,81.08778381,5.348517825,0.4,0.613967767,16.49345,1.350394967,65.95,1221.3797
"Micronesia, Fed. Sts.",FSM,2009,YR2009,11.42,56.62516713,62.3767395,82.41149902,7.148162551,0.6,0.859722023,17.24239,1.146705141,70.49,1503.64635
"Micronesia, Fed. Sts.",FSM,2010,YR2010,11.5,58.59483691,64.53152025,84.5912771,5.009689911,0.6,0.871712916,17.24612,1.500334041,70.23,1149.48535
"Micronesia, Fed. Sts.",FSM,2011,YR2011,11.45,60.6010066,66.06251526,85.08927917,5.298164982,0.7,1.083423619,17.90844,1.427523894,65.91,1254.5107
"Micronesia, Fed. Sts.",FSM,2012,YR2012,11.63,62.6058673,67.92493439,86.43977356,5.772283719,0.7,1.060927554,17.81886,1.322910871,67.28,1346.94335
"Micronesia, Fed. Sts.",FSM,2013,YR2013,11.64,64.61804383,69.7963562,87.79562378,6.241626255,1,1.492537313,19.05086,1.24930742,68,1524.9137
"Micronesia, Fed. Sts.",FSM,2014,YR2014,11.69,66.63418006,71.67379761,89.15505219,6.844246204,1.05,1.530389156,19.11829,1.157990361,69.56,1650.9887
"Micronesia, Fed. Sts.",FSM,2015,YR2015,11.79,68.65122679,73.55422974,90.51625824,6.587446613,1.1,1.601164483,19.75967,1.196237862,68.7,1651.817805
"Micronesia, Fed. Sts.",FSM,2016,YR2016,11.97,70.66668887,75.43517303,91.87776184,..,..,..,..,..,..,..
Middle income,MIC,1990,YR1990,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,1991,YR1991,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,1992,YR1992,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,1995,YR1995,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,1996,YR1996,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,1997,YR1997,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2001,YR2001,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2004,YR2004,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2005,YR2005,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2006,YR2006,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2007,YR2007,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2008,YR2008,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2009,YR2009,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2010,YR2010,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2011,YR2011,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,1990,YR1990,..,94.00199336,94.91943359,95.96392822,17.401597,257,1.584365945,3191.152,1.140957938,16221,279690.5911
Moldova,MDA,1991,YR1991,..,94.4565729,95.2743988,96.20896912,17.27831106,349,2.319245082,3546.379,1.616865945,15048,219336.613
Moldova,MDA,1992,YR1992,..,94.90964755,95.62885284,96.45383453,20.22047313,259,1.999073788,3311.665,2.174911252,12956,152266.6728
Moldova,MDA,1993,YR1993,..,95.35717594,95.9802475,96.69766235,18.22629821,375,3.230808995,3597.35,2.394828577,11607,150213.2568
Moldova,MDA,1994,YR1994,..,95.79435284,96.32552338,96.93943787,22.02025221,278,2.931561742,3401.509,2.576918605,9483,131999.0858
Moldova,MDA,1995,YR1995,..,96.21642249,96.66162872,97.17811584,20.70195673,324,4.249180328,3687.648,2.842618294,7625,129727.1606
Moldova,MDA,1996,YR1996,..,96.61864951,96.98548889,97.41267395,18.76822708,366,4.979591837,3798.569,3.660394166,7350,103774.8622
Moldova,MDA,1997,YR1997,..,96.996381,97.29405212,97.64207458,17.63327971,382,5.921562548,3912.407,3.85207263,6451,101566.2833
Moldova,MDA,1998,YR1998,..,97.34485247,97.58426666,97.86529541,17.40964762,377,5.84496124,3710.889,4.075334345,6450,91057.28969
Moldova,MDA,1999,YR1999,..,97.66388991,97.85306549,98.07601929,15.71447557,377,6.23655914,3653.882,4.874368429,6045,74961.13709
Moldova,MDA,2000,YR2000,68.34,97.91612878,98.08543396,98.2857666,14.24177812,377,6.724937567,3816.108,5.722138713,5606,66690.23929
Moldova,MDA,2001,YR2001,70.95,98.17096712,98.31710815,98.49072266,14.2104482,377,6.292772492,4051.244,5.597062744,5991,72381.60774
Moldova,MDA,2002,YR2002,72.9,99.25723581,99,98.6931839,13.3703274,377,6.507854307,4550.298,5.827728095,5793,78080.13562
Moldova,MDA,2003,YR2003,75.22,98.6283386,98.75007629,98.89585876,13.61405635,377,6.313850276,5010.533,5.920881993,5971,84624.7739
Moldova,MDA,2004,YR2004,77.23,99.09870041,99.1,99.1015625,12.73782682,377,6.470992104,4620.956,4.850144156,5826,95274.61146
Moldova,MDA,2005,YR2005,78.95,98,98.6,99.4,12.2731303,377,6.293823038,4246.513,4.311912149,5990,98483.29124
Moldova,MDA,2006,YR2006,81.2,99.31102402,99.40963745,99.52915192,11.55442284,377,6.188443861,4804.018,4.980543,6092,96455.70774
Moldova,MDA,2007,YR2007,82.55,99.55215269,99.63329315,99.73202515,10.90799714,377,6.383338977,4128.283,4.465200588,5906,92454.59232
Moldova,MDA,2008,YR2008,83.92,99.76482117,99.81942749,99.88613892,10.08462699,389,6.459647957,4492.147,4.937614891,6022,90978.07543
Moldova,MDA,2009,YR2009,85.17,99.90971047,99.93630219,99.96888733,10.18896347,358,5.776056793,4102.959,4.860461127,6198,84415.01522
Moldova,MDA,2010,YR2010,86.71,99.97804563,99.9860611,99.99590302,10.50291246,407,6.657942091,8392.845,8.440061982,6113,99440.5612
Moldova,MDA,2011,YR2011,87.92,99.99750522,99.99860382,99.99995422,9.714365097,352,6.08365019,9886.09,9.887070926,5786,99990.0787
Moldova,MDA,2012,YR2012,88.89,100,100,100,9.679293038,269,4.636332299,10152.83,10.46933036,5802,96976.8806
Moldova,MDA,2013,YR2013,89.89,100,100,100,7.952416183,313,6.969494545,12170.96,13.07886258,4491,93058.24514
Moldova,MDA,2014,YR2014,90.81,100,100,100,8.160677826,332,6.204447767,12573.18,13.04735002,5351,96365.77528
Moldova,MDA,2015,YR2015,91.34,100,100,100,8.392266857,327,5.368576588,13722.13,14.27368871,6091,96135.83622
Moldova,MDA,2016,YR2016,92.19,100,100,100,..,..,..,..,..,..,..
Monaco,MCO,1990,YR1990,..,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,1991,YR1991,..,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,1992,YR1992,..,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,1993,YR1993,..,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,1994,YR1994,..,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,1995,YR1995,..,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,1996,YR1996,..,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,1997,YR1997,..,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,1998,YR1998,..,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,1999,YR1999,..,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2000,YR2000,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2001,YR2001,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2002,YR2002,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2003,YR2003,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2004,YR2004,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2005,YR2005,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2006,YR2006,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2007,YR2007,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2008,YR2008,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2009,YR2009,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2010,YR2010,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2011,YR2011,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2012,YR2012,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2013,YR2013,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2014,YR2014,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2015,YR2015,100,..,100,100,..,0,0,0,..,..,0
Monaco,MCO,2016,YR2016,100,..,100,100,..,..,..,..,..,..,..
Mongolia,MNG,1990,YR1990,..,25.78688981,68.11283875,100,12.75427278,0,0,2199.452,1.89262443,3348,116211.7516
Mongolia,MNG,1991,YR1991,..,27.2307754,68.6997757,100,15.63756174,0,0,2199.452,1.969590208,3229,111670.5389
Mongolia,MNG,1992,YR1992,..,28.66875133,69.28619385,100,15.08395051,0,0,2230.266,2.400168887,2929,92921.21118
Mongolia,MNG,1993,YR1993,..,30.10066058,69.86956024,99.99820709,14.56955281,0,0,2261.039,2.67180483,2582,84625.90434
Mongolia,MNG,1994,YR1994,..,31.5299214,70.44680023,99.98407745,12.33581102,0,0,2261.039,3.043395543,2715,74293.30062
Mongolia,MNG,1995,YR1995,..,32.98450825,71.01486969,99.93347931,11.56883232,0,0,2261.039,3.009338219,2628,75134.0938
Mongolia,MNG,1996,YR1996,..,34.48517085,71.5707016,99.82263184,9.531403693,0,0,2261.039,3.440849083,2614,65711.65853
Mongolia,MNG,1997,YR1997,..,36.02813678,72.11123657,99.65105438,8.985651609,0,0,2291.854,3.394397715,2662,67518.72328
Mongolia,MNG,1998,YR1998,..,37.5745459,72.63341522,99.44060516,8.76464609,0,0,2291.854,3.739136922,2675,61293.66343
Mongolia,MNG,1999,YR1999,..,39.09191956,73.13418579,99.21284485,8.515125194,0,0,2291.854,3.593976009,2842,63769.31827
Mongolia,MNG,2000,YR2000,21.83,25.0805499,67.3,98.9773407,8.990974793,0,0,3500.039,5.713471108,2946,61259.41541
Mongolia,MNG,2001,YR2001,22.92,39.6972583,74.0714035,98.73704529,8.799274984,0,0,4012.378,6.074890009,3017,66048.57032
Mongolia,MNG,2002,YR2002,24.09,39.57986875,74.51846313,98.49424744,8.99618484,0,0,4455.718,6.500197962,3112,68547.42004
Mongolia,MNG,2003,YR2003,25.22,77.5,76.3,99.5,8.211415501,0,0,4455.718,6.079986888,3138,73284.99358
Mongolia,MNG,2004,YR2004,26.49,39.36565396,75.3997879,98.01211548,7.643431527,0,0,4455.718,5.744707055,3303,77562.14472
Mongolia,MNG,2005,YR2005,27.63,67.1,86.2,97.9,8.209126524,0,0,4455.718,5.321772452,3419,83726.20289
Mongolia,MNG,2006,YR2006,28.72,39.29644132,76.30448914,97.54472351,8.603595449,0,0,4455.718,4.461787267,3544,99863.97228
Mongolia,MNG,2007,YR2007,30.32,39.3420831,76.78076172,97.32900238,8.175086161,0,0,4833.451,4.68248358,3701,103224.0886
Mongolia,MNG,2008,YR2008,31.57,39.46310936,77.27954865,97.12680817,7.535475914,0,0,4874.44,4.628963995,4001,105303.0442
Mongolia,MNG,2009,YR2009,32.68,39.6727783,77.79936981,96.93710327,7.929096405,0,0,4823.235,4.36488739,4039,110500.7889
Mongolia,MNG,2010,YR2010,34.18,16.80071492,78.50208044,96.07942974,7.893597025,0,0,4864.224,4.348320566,4313,111864.4296
Mongolia,MNG,2011,YR2011,35.57,17.85836469,72.05707491,94.15539127,7.363413396,0,0,4894.202,3.899355383,4536,125513.1046
Mongolia,MNG,2012,YR2012,36.69,40.83620484,79.45494843,96.42514038,7.253585304,0,0,3876.809,2.847908701,4816,136128.2754
Mongolia,MNG,2013,YR2013,38.33,52,81.2,97.8,7.159225349,85,1.693227092,4165.367,2.924524461,5020,142428.8651
Mongolia,MNG,2014,YR2014,39.82,42.23615074,80.60873413,96.11358643,6.662648223,170,3.162202381,4460.568,3.269842824,5376,136415.3643
Mongolia,MNG,2015,YR2015,41.32,43.13681235,81.1916275,95.96138,6.095249071,170,3.083620533,4468.379,3.42973729,5513,130283.4189
Mongolia,MNG,2016,YR2016,42.8,44.16860455,81.77503204,95.80947113,..,..,..,..,..,..,..
Montenegro,MNE,1990,YR1990,..,97.59024628,98.40816498,99.2929306,..,0,0,0,..,..,0
Montenegro,MNE,1991,YR1991,..,97.7885635,98.54875183,99.33476257,..,0,0,0,..,..,0
Montenegro,MNE,1992,YR1992,..,97.99358125,98.68784332,99.37607574,..,0,0,0,..,..,0
Montenegro,MNE,1993,YR1993,..,98.19973452,98.82337952,99.41619873,..,0,0,0,..,..,0
Montenegro,MNE,1994,YR1994,..,98.40244923,98.95270538,99.45422363,..,0,0,0,..,..,0
Montenegro,MNE,1995,YR1995,..,98.59644482,99.07284546,99.48916626,..,0,0,0,..,..,0
Montenegro,MNE,1996,YR1996,..,98.77583581,99.18074036,99.51998138,..,0,0,0,..,..,0
Montenegro,MNE,1997,YR1997,..,98.93446685,99.27337646,99.5456543,..,0,0,0,..,..,0
Montenegro,MNE,1998,YR1998,..,99.06584792,99.34793091,99.56521606,..,0,0,0,..,..,0
Montenegro,MNE,1999,YR1999,..,99.16486039,99.40249634,99.57801056,..,0,0,0,..,..,0
Montenegro,MNE,2000,YR2000,55.03,99.22881276,99.4369812,99.58438873,..,0,0,0,..,..,0
Montenegro,MNE,2001,YR2001,55.87,99.2593958,99.4541626,99.58641052,..,0,0,0,..,..,0
Montenegro,MNE,2002,YR2002,56.95,99.26541493,99.46000671,99.58669281,..,0,0,0,..,..,0
Montenegro,MNE,2003,YR2003,57.76,99.25917136,99.46105957,99.58708191,..,0,0,0,..,..,0
Montenegro,MNE,2004,YR2004,58.98,99.25334307,99.46193695,99.5896759,..,0,0,0,..,..,0
Montenegro,MNE,2005,YR2005,59.87,99.53434226,99.83022071,100,6.529628155,1866,65.15363128,14826.38,47.61374655,2864,31138.86445
Montenegro,MNE,2006,YR2006,60.71,99.26565254,99.48332214,99.61459351,6.599892285,1750,59.28184282,14355.58,44.83067905,2952,32021.77684
Montenegro,MNE,2007,YR2007,61.97,99.30562692,99.51626587,99.64232635,6.017488108,1284,59.8880597,14876.52,42.26673992,2144,35196.75288
Montenegro,MNE,2008,YR2008,62.67,99.37843416,99.56887817,99.68198395,6.04725102,1539,54.42008487,13706.29,38.75814394,2828,35363.63873
Montenegro,MNE,2009,YR2009,63.91,99.48457734,99.64112091,99.73338318,5.113851064,2071,75.03623188,14828.03,49.16422976,2760,30160.19995
Montenegro,MNE,2010,YR2010,64.8,99.61875894,99.72993469,99.79496002,5.765323571,2750,68.37394331,14644.88,49.09400765,4022,29830.28011
Montenegro,MNE,2011,YR2011,65.33,99.76327964,99.82582092,99.86212158,5.347141625,1204,45.3313253,12877.83,42.83282857,2656,30065.32706
Montenegro,MNE,2012,YR2012,66.43,99.8862613,99.91059875,99.92461395,5.187157007,1477,51.93389592,13416.66,45.91251069,2844,29222.23115
Montenegro,MNE,2013,YR2013,67.02,99.9,99.7,99.6,4.62942695,2504,63.47275032,13220.84,49.37777669,3945,26774.87908
Montenegro,MNE,2014,YR2014,68.04,99.99234458,99.99226379,99.99221802,4.354356946,1752,55.21588402,12085.52,45.99433488,3174,26276.10559
Montenegro,MNE,2015,YR2015,68.57,99.99932371,99.99916077,99.99906921,4.446375577,1491,49.65034965,11910.79,43.00406055,3003,27696.89617
Montenegro,MNE,2016,YR2016,69.35,100,100,100,..,..,..,..,..,..,..
Montserrat,MSR,1990,YR1990,..,..,..,..,..,0,0,0,0,14,284.3
Montserrat,MSR,1991,YR1991,..,..,..,..,..,0,0,0,0,15,244.9
Montserrat,MSR,1992,YR1992,..,..,..,..,..,0,0,0,0,15,287.9
Montserrat,MSR,1993,YR1993,..,..,..,..,..,0,0,0,0,16,279.3
Montserrat,MSR,1994,YR1994,..,..,..,..,..,0,0,0,0,16,323.6
Montserrat,MSR,1995,YR1995,..,..,..,..,..,0,0,0,0,17,323.6
Montserrat,MSR,1996,YR1996,..,..,..,..,..,0,0,0,0,17,362.3
Montserrat,MSR,1997,YR1997,..,..,..,..,..,0,0,0,0,18,310.7
Montserrat,MSR,1998,YR1998,..,..,..,..,..,0,0,0,0,15,310.8
Montserrat,MSR,1999,YR1999,..,..,..,..,..,0,0,0,0,15,289.3
Montserrat,MSR,2000,YR2000,..,..,..,..,..,0,0,0,0,12,278.5
Montserrat,MSR,2001,YR2001,..,..,..,..,..,0,0,0,0,12,278.5
Montserrat,MSR,2002,YR2002,..,..,..,..,..,0,0,0,0,20,374.5
Montserrat,MSR,2003,YR2003,..,..,..,..,..,0,0,0,0,21,369.5
Montserrat,MSR,2004,YR2004,..,..,..,..,..,0,0,0,0,21,369.5
Montserrat,MSR,2005,YR2005,..,..,..,..,..,0,0,0,0,21.7,365.2
Montserrat,MSR,2006,YR2006,..,..,..,..,..,0,0,0,0,21.9,360.9
Montserrat,MSR,2007,YR2007,..,..,..,..,..,0,0,0,0,22.6,416.1
Montserrat,MSR,2008,YR2008,..,..,..,..,..,0,0,0,0,23,503.59
Montserrat,MSR,2009,YR2009,..,..,..,..,..,0,0,0,0,23,468.16
Montserrat,MSR,2010,YR2010,..,..,..,..,..,0,0,0,0,23,695.12
Montserrat,MSR,2011,YR2011,..,..,..,..,..,0,0,0,0,23,399.6084
Montserrat,MSR,2012,YR2012,..,..,..,..,..,0,0,0,0,23,420.3552
Montserrat,MSR,2013,YR2013,..,..,..,..,..,0,0,0,0,23,567.4688
Montserrat,MSR,2014,YR2014,..,..,..,..,..,0,0,0,0,24,507.2104
Montserrat,MSR,2015,YR2015,..,..,..,..,..,0,0,0,0,24,593.2684
Montserrat,MSR,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,1990,YR1990,..,10.15147141,48.11626434,88.60571289,3.248922432,1220,12.67137516,44377.22,19.48255574,9628,227779.2534
Morocco,MAR,1991,YR1991,..,12.94318185,50.32674789,89.05443573,3.184419235,1226,13.31884845,48142.71,19.5554268,9205,246185.9334
Morocco,MAR,1992,YR1992,..,15.6,49.2,84.7,3.445344144,964,9.918715917,47929.74,18.13514015,9719,264292.0849
Morocco,MAR,1993,YR1993,..,18.72625146,54.74364471,89.95050812,3.602135293,443,4.470232089,46766.25,17.63590896,9910,265176.2952
Morocco,MAR,1994,YR1994,..,21.71405997,56.94444275,90.39596558,3.488313933,840,7.323452485,48565.28,17.06127737,11470,284652.0747
Morocco,MAR,1995,YR1995,..,24.2,56.5,90.6,3.653632257,611,5.052927555,48712.12,17.16420329,12092,283800.647
Morocco,MAR,1996,YR1996,..,28.82893336,61.31544876,91.27658081,3.417069755,1957,15.60855001,53655.96,17.84958758,12538,300600.5588
Morocco,MAR,1997,YR1997,..,32.46490948,63.47954178,91.70967102,3.578140591,2083,15.32406386,54521.88,17.5216153,13593,311169.2562
Morocco,MAR,1998,YR1998,..,36.11337307,65.62527466,92.13657379,3.400604055,1777,13.70296114,54802.52,16.87740436,12968,324709.4093
Morocco,MAR,1999,YR1999,..,39.76825328,67.74959564,92.55626678,3.57684688,825,6.397828616,51990.08,15.40813047,12895,337419.7804
Morocco,MAR,2000,YR2000,89.7,37.12988358,69.85096741,98.48,3.528000122,782,6.079452694,52736.74,15.25900974,12863,345610.501
Morocco,MAR,2001,YR2001,90.68,47.1039245,71.93392181,93.37502289,3.484860494,1077,7.158048651,53922.49,15.11672674,15046,356707.4469
Morocco,MAR,2002,YR2002,91.49,50.80030729,74.00453949,93.77906799,3.434905614,1044,6.852641943,54418.63,14.93612451,15235,364342.3698
Morocco,MAR,2003,YR2003,92.19,54.53080978,76.06886292,94.18331909,3.227412382,1659,10.00723851,56930.98,15.70333275,16578,362540.7479
Morocco,MAR,2004,YR2004,93.08,51.3,78.2,94.6,3.653671697,1807,10.20615645,102138.4,23.50541791,17705,434531.3085
Morocco,MAR,2005,YR2005,93.62,62.02074941,80.20292664,95.00369263,3.744183227,1185,6.143079316,94132.69,20.65759015,19290,455680.8869
Morocco,MAR,2006,YR2006,94,91.77,96.5,99.26,3.539464883,1181,5.945428917,87787.85,18.64916383,19864,470733.4377
Morocco,MAR,2007,YR2007,94.5,69.69025171,84.38460541,95.8586731,3.525997168,1194,6.000904659,82264.02,16.96936479,19897,484779.6074
Morocco,MAR,2008,YR2008,94.87,73.69443659,86.50695038,96.30541992,3.456451688,1227,5.967898833,76185.96,15.11902023,20560,503908.0499
Morocco,MAR,2009,YR2009,95.22,77.81699854,88.65032196,96.76465607,3.339646431,2959,13.99385197,75833.38,14.75654491,21145,513896.5824
Morocco,MAR,2010,YR2010,95.61,82.05619847,90.81171417,97.23461151,3.374575639,4127,17.43409936,76988.65,14.40785881,23672,534351.78
Morocco,MAR,2011,YR2011,95.82,86.41122639,92.98812866,97.71349335,3.454894106,2698,10.78941054,69896.58,12.35167755,25006,565887.3437
Morocco,MAR,2012,YR2012,96.12,90.87485529,95.17656708,98.20352936,3.401319094,2359,8.629961588,66512.6,11.40499417,27335,583188.3736
Morocco,MAR,2013,YR2013,96.27,95.46340829,97.37400818,98.69077301,3.261647711,4061,14.64795845,71665.32,12.05025651,27724,594720.2862
Morocco,MAR,2014,YR2014,96.43,84.6,91.6,95.2,3.238855529,3561,12.38781048,69683.43,11.71858728,28746,594640.1927
Morocco,MAR,2015,YR2015,96.6,99.56243108,99.58601379,99.60160828,3.154526918,4410,14.30889033,68360.09,11.31745963,30820,604023.2721
Morocco,MAR,2016,YR2016,96.75,100,100,100,..,..,..,..,..,..,..
Mozambique,MOZ,1990,YR1990,..,0.01,0.01,0.01,49.44345355,284,62.55506608,185064.8,93.10356192,454,198773.0611
Mozambique,MOZ,1991,YR1991,..,..,0.010269812,0.865414143,46.91400777,323,68.57749469,185340,94.29900897,471,196545.0136
Mozambique,MOZ,1992,YR1992,..,..,0.029886074,3.400372505,50.1347431,325,78.125,186497.4,93.11869675,416,200279.2205
Mozambique,MOZ,1993,YR1993,..,..,0.159723803,5.934300423,46.99645781,344,87.75510204,188981,91.96491433,392,205492.4983
Mozambique,MOZ,1994,YR1994,..,..,0.559485316,8.466166496,44.73609265,366,92.65822785,191723.2,93.19360545,395,205725.703
Mozambique,MOZ,1995,YR1995,..,..,1.17910111,10.99494171,44.70876706,379,92.89215686,195349.7,92.84474016,408,210404.7032
Mozambique,MOZ,1996,YR1996,..,..,2.318697929,13.51959324,35.90422019,449,94.32773109,198699,93.12502576,476,213367.9947
Mozambique,MOZ,1997,YR1997,..,2.1,6.6,25.8,33.35585536,977,97.21393035,202536.1,92.64444257,1005,218616.5672
Mozambique,MOZ,1998,YR1998,..,..,4.548945904,18.55240631,30.1155997,6837,99.60664336,243640.6,94.00556701,6864,259176.7783
Mozambique,MOZ,1999,YR1999,..,..,5.633478642,21.05850792,28.48138754,7686,99.68871595,248433.3,94.16655406,7710,263823.2889
Mozambique,MOZ,2000,YR2000,3.07,..,6.695058823,23.55700302,29.59538336,9652,99.54620462,255345.6,93.60756443,9696,272783.0828
Mozambique,MOZ,2001,YR2001,3.08,0.4,5.7,20.1,27.62439887,11841,99.62978544,268698.3,93.95152243,11885,285996.7492
Mozambique,MOZ,2002,YR2002,3.13,0.512979268,8.769053459,28.54052544,25.7230469,12674,99.70106986,273892.2,93.7287368,12712,292217.9572
Mozambique,MOZ,2003,YR2003,3.09,1.1,8.1,25,25.47133167,10870,99.66076831,286395.1,92.7518498,10907,308775.6208
Mozambique,MOZ,2004,YR2004,3.11,1.170485072,10.8179121,33.52486038,24.54058303,11668,99.6073075,298065.2,92.91587366,11714,320790.397
Mozambique,MOZ,2005,YR2005,3.21,1.48729617,11.84807396,36.0243721,22.87961973,13264,99.84192699,304534.4,93.61524833,13285,325304.2698
Mozambique,MOZ,2006,YR2006,3.25,1.805053265,12.89014149,38.53253555,21.44989308,14717,99.86428717,310558.4,93.28771485,14737,332903.8561
Mozambique,MOZ,2007,YR2007,3.25,2.132657264,13.95017719,41.05216599,20.82487292,16063,99.91913411,318725.9,92.14417269,16076,345899.139
Mozambique,MOZ,2008,YR2008,3.3,2.152214598,13.57122385,38.88888889,19.86292541,15114,99.91406095,329671.4,92.43485754,15127,356652.6836
Mozambique,MOZ,2009,YR2009,3.28,3.8,15,43.1,19.36636543,16950,99.92336261,336827.2,91.66605281,16963,367450.3152
Mozambique,MOZ,2010,YR2010,3.4,3.167154269,17.25792313,48.68732452,18.75935541,16647,99.88599544,346626.1,91.30460426,16666,379637.0433
Mozambique,MOZ,2011,YR2011,3.46,5.4,20.2,54.5,18.21704981,16810,99.88116459,356871.7,90.45771948,16830,394517.6841
Mozambique,MOZ,2012,YR2012,3.48,3.839114698,19.54319191,53.82503891,17.31163404,15145,99.86153238,356769.1,90.82147005,15166,392824.6259
Mozambique,MOZ,2013,YR2013,3.56,4.154243008,20.70084572,56.4028244,16.73498856,14546,97.65693186,366058.1,90.31607107,14895,405307.8213
Mozambique,MOZ,2014,YR2014,3.56,4.449355637,21.86450768,58.98418427,16.58230074,16175,91.15757439,381518.8,88.85704783,17744,429362.4527
